image,caption
3565654691_22b97d3994.jpg,스쿠버 다이버는 물에서 나온 후 바위 위에 선다.
3565655045_8eb00b7423.jpg,한 남자가 바다에서 바위 위로 올라갑니다.
3565655045_8eb00b7423.jpg,한 남자가 바다에 서서 바위를 붙잡고 있습니다.
3565655045_8eb00b7423.jpg,잠수복을 입은 남자가 해변을 따라 바위를 오르고있다.
3565655045_8eb00b7423.jpg,스쿠버 다이버가 물에서 나와 바위 위로 몸을 당깁니다.
3565655045_8eb00b7423.jpg,남자는 바다에있는 동안 바위에 매달려 있습니다.
3565749152_7924d15b04.jpg,개가 앞마당에서 프리스비를 잡습니다.
3565749152_7924d15b04.jpg,앞마당에서 프리스비를 연주하는 개
3565749152_7924d15b04.jpg,흰 개가 풀밭에서 빨간 프리스비를 잡습니다.
3565749152_7924d15b04.jpg,빨간색 프리스비를 잡으려고 공중에서 점프하는 흰색 개.
3565749152_7924d15b04.jpg,개는 입에 프리스비를 잡기 위해 도약합니다.
3566111626_9a35a7b2c0.jpg,자전거 타는 사람이 덤불과 목조 건물 근처의 점프를 통해 속임수를 시도하고 있습니다.
3566111626_9a35a7b2c0.jpg,자전거 타는 사람이지면 위의 공중에서 자전거를 돌립니다.
3566111626_9a35a7b2c0.jpg,시골 지역에서 녹색 자전거를 타고 공중을 날아 다니는 극단적 인 사이클리스트
3566111626_9a35a7b2c0.jpg,자전거를 탄 사람이 공중에 떠 있습니다.
3566111626_9a35a7b2c0.jpg,언덕에 건물 옆에 절벽에서 자전거를 점프하는 사람
3566225740_375fc15dde.jpg,군용 트럭의 호송대가 많이 늘어서 있습니다.
3566225740_375fc15dde.jpg,한 줄의 군용 트럭이 멀리 걸어가는 군인 옆을 지나가고 있습니다.
3566225740_375fc15dde.jpg,군복을 입은 한 남자가 군용 차량 라인에서 멀어지고 있습니다.
3566225740_375fc15dde.jpg,군인 한 명이 군대 차량 라인에서 멀어집니다.
3566225740_375fc15dde.jpg,군대 차량이 줄을 서고 군인이 그 근처를 걷습니다.
3567061016_62768dcce1.jpg,하늘을 나는 새
3567061016_62768dcce1.jpg,새가 땅에 낮게 날아간다.
3567061016_62768dcce1.jpg,날개를 펼친 새
3567061016_62768dcce1.jpg,매가 풀을 향해 날아갑니다.
3567061016_62768dcce1.jpg,매가 날고있다
3567214106_6ece483f8b.jpg,갈색 개가 풀밭의 웅덩이에서 튀고 있습니다.
3567214106_6ece483f8b.jpg,잔디밭에 웅덩이를 통해 튀는 갈색 개
3567214106_6ece483f8b.jpg,개가 풀밭에서 스프링클러를 통과하고 있습니다.
3567214106_6ece483f8b.jpg,개는 스프링클러의 물에서 놀아요.
3567214106_6ece483f8b.jpg,잔디에 웅덩이 통해 튀는 개.
3567604049_da9e1be4ba.jpg,한 남자가 수영장으로 배를 치려고합니다.
3567604049_da9e1be4ba.jpg,한 남자가 푸른 물 웅덩이에 뛰어 들었다.
3567604049_da9e1be4ba.jpg,어린 소년이 팔을 뻗은 채 수영장으로 뛰어 들었습니다.
3567604049_da9e1be4ba.jpg,검은 색 수영복을 입은 소년이 수영장으로 뛰어 들었다.
3567604049_da9e1be4ba.jpg,소년은 큰 수영장으로 뛰어 들고있다.
3568065409_1c381aa854.jpg,광선 검을 들고있는 소년이 길 한복판에서 점프합니다.
3568065409_1c381aa854.jpg,거리에 점프 막대기를 들고 소년.
3568065409_1c381aa854.jpg,반바지와 흰 셔츠를 입은 소년이 자루로 둘러싸인 큰 나무 앞에서 분홍색 막대기를 들고 점프하고 있습니다.
3568065409_1c381aa854.jpg,흰 셔츠를 입은 작은 소년이 손에 칼을 들고 점프하고 있습니다.
3568065409_1c381aa854.jpg,어린 소년이 막대기를 들고 거리에서 점프합니다.
3568197730_a071d7595b.jpg,일본 검객이 공중으로 뛰어 오른다.
3568197730_a071d7595b.jpg,파란색 옷을 입은 남자가 공중에서 검을 휘두르고있다.
3568197730_a071d7595b.jpg,해적 복장을 한 배우가 야외 공원에서 공연한다.
3568197730_a071d7595b.jpg,파란색 가운을 입은 사람이 공중에있다
3568197730_a071d7595b.jpg,공중에서 점프하는 무술 스타일의 의상을 입은 남자.
3568219100_dfbffddccd.jpg,빨간 셔츠를 입은 등산가가 흰 셔츠를 입은 다른 남자가 지켜 보는 동안 바위 얼굴을 스케일링하고 있습니다.
3568219100_dfbffddccd.jpg,다른 사람이 지켜 보는 동안 바위가 많은 노두를 오르는 남자.
3568219100_dfbffddccd.jpg,한 남자가 바위를 오르고 있고 다른 남자가 뒤에서 그를 지켜보고 있습니다.
3568219100_dfbffddccd.jpg,암벽 등반 방법을 배우는 사람은 다른 사람을 돕습니다.
3568219100_dfbffddccd.jpg,두 사람이 작지만 가파른 암벽에서 암벽 등반을 시도하고 있습니다.
3568225554_73cdb19576.jpg,붉은 암벽 등반에있는 남자.
3568225554_73cdb19576.jpg,빨간 셔츠를 입은 사람은 자연스러운 형성을 고수하고 있습니다.
3568225554_73cdb19576.jpg,남자들은 큰 바위를 오르려고합니다.
3568225554_73cdb19576.jpg,거꾸로 바위를 등반하는 사람
3568225554_73cdb19576.jpg,두 남자가 흥미로운 모양의 바위를 등반하고 있습니다.
3568505408_4e30def669.jpg,카우보이가 말을 타고 올가미를 돌고 있습니다.
3568505408_4e30def669.jpg,말을 타고 카우보이
3568505408_4e30def669.jpg,말 쇼에서 카우보이가 공중에 올가미를 흔든다.
3568505408_4e30def669.jpg,갈색 말을 타는 남자가 머리 위로 올가미를 빙빙 돌리고 있습니다.
3568505408_4e30def669.jpg,카우보이는 황소에게 올가미를 준비합니다.
3568605391_54ec367d88.jpg,왼쪽에 서있는 두 명의 동료 경찰관과 함께 오토바이에 앉아있는 한 경찰관
3568605391_54ec367d88.jpg,경찰 3 명
3568605391_54ec367d88.jpg,두 명의 경찰이 서 있고 한 명의 경찰이 오토바이에 앉아 있습니다.
3568605391_54ec367d88.jpg,두 명의 경찰관이 오토바이에 앉아있는 다른 경찰관 옆에 서 있습니다.
3568605391_54ec367d88.jpg,두 명의 경찰관과 한 명의 오토바이에 앉아 카메라에 미소를지었습니다.
3569126684_a68b29a57f.jpg,잔디에서 실행중인 갈색 개입니다.
3569126684_a68b29a57f.jpg,뒷마당에서 울타리를 치는 개.
3569126684_a68b29a57f.jpg,햇볕이 잘 드는 곳에서 달리는 개
3569126684_a68b29a57f.jpg,개는 햇볕에 잔디를 통해 실행됩니다.
3569126684_a68b29a57f.jpg,젊은 권투 선수 개가 녹색 잔디를 가로 질러 경주합니다.
3569284680_44fef444ef.jpg,빨간 재킷을 입은 어린 소년과 분홍색 재킷을 입은 어린 소녀가 계단을 오르고 있습니다.
3569284680_44fef444ef.jpg,빨간 옷을 입은 소년은 화려한 드레스를 입은 소녀를 따라 계단을 올라갑니다.
3569284680_44fef444ef.jpg,두 아이가 계단을 올라
3569284680_44fef444ef.jpg,두 어린 아이들이 계단을 오르고 뒤에서 본.
3569284680_44fef444ef.jpg,두 명의 어린 아이들이 계단을 올라간다.
356929855_6bbf33d933.jpg,갈색 개가 입에 무언가를 넣어 물을 밟는다.
356929855_6bbf33d933.jpg,호수에서 헤엄 치는 개는 햇살이 비치고 있습니다.
356929855_6bbf33d933.jpg,개는 입에 막대기를 들고 헤엄 친다.
356929855_6bbf33d933.jpg,황금 머리카락을 가진 개가 물을 헤엄칩니다.
356929855_6bbf33d933.jpg,황갈색 개가 매우 어두운 물을 헤엄칩니다.
3569329986_1f468729b2.jpg,꽃과 흰 드레스를 입은 쾌활한 작은 소녀가 그녀의 팔을 움직이고 잔디밭에서 달린다.
3569329986_1f468729b2.jpg,실행하는 흰 드레스에 소녀입니다.
3569329986_1f468729b2.jpg,어린 소녀가 웃고있다
3569329986_1f468729b2.jpg,잔디에서 달리는 어린 소녀
3569329986_1f468729b2.jpg,드레스와 샌들을 착용 한 어린 소녀가 풀밭에서 실행됩니다.
3569406219_f37ebf7b92.jpg,화려한 옷을 입은 일본 여성이 목조 건물을지나 검은 옷을 입은 남자와 함께 걷고있다.
3569406219_f37ebf7b92.jpg,기모노를 입은 여성이 카메라를보고 있습니다.
3569406219_f37ebf7b92.jpg,두 사람이 텅 빈 도시 거리에서 멈 춥니 다.
3569406219_f37ebf7b92.jpg,일본 전통 의상을 입은 두 여성
3569406219_f37ebf7b92.jpg,일본 옷을 입은 두 명의 여성이 거리를 걷습니다.
3569420080_72fbe84751.jpg,제복을 입은 남자가 컵을 들고 보라색 머리를 가진 소녀 옆에 선다.
3569420080_72fbe84751.jpg,콘크리트에 보라색 악센트 머리 여성 서와 군사 제복을 입은 남자.
3569420080_72fbe84751.jpg,해군 장교 제복을 입은 웃는 남자가 보라색 머리카락을 가진 여자 옆에 선다.
3569420080_72fbe84751.jpg,보라색 머리카락을 가진 여자와 군복을 입은 남자.
3569420080_72fbe84751.jpg,제복을 입은 남자는 보라색 머리를 가진 여자 근처에 서있다.
3569667295_6e51db08ef.jpg,흑인과 백인 개가 달리고 물에 튀는.
3569667295_6e51db08ef.jpg,흑인과 백인 개가 이빨을 가지고 물속을 달리고있다.
3569667295_6e51db08ef.jpg,개가 입을 크게 벌리고 물 속을 달리고 있습니다.
3569667295_6e51db08ef.jpg,입을 벌린 개가 물 속을 달리고 있습니다.
3569667295_6e51db08ef.jpg,얼룩진 흑백 개가 물에 튀었습니다.
3569755200_cef7ee2233.jpg,두 젊은 여성은 야외에서 나무 줄기 옆에서 웃고 있습니다.
3569755200_cef7ee2233.jpg,두 여자는 큰 웃음을 가진 나무 뒤에 포즈를 취하고있다.
3569755200_cef7ee2233.jpg,두 여자가 나무에 기대어
3569755200_cef7ee2233.jpg,이끼 낀 나무 옆에 두 여자.
3569755200_cef7ee2233.jpg,나무 주위를 엿보는 두 여학생
3569979711_6507841268.jpg,소년은 해변에서 플립을합니다.
3569979711_6507841268.jpg,해변에서 공중에서 플립 하 고 소년.
3569979711_6507841268.jpg,해변에서 백 플립을하는 남자.
3569979711_6507841268.jpg,공중에서 해변을 따라 플립을하는 사람
3569979711_6507841268.jpg,10 대 소년이 해변에서 공중에서 백 플립을하고 있습니다.
3570800810_978c993133.jpg,아이들이 물에서 놀고 있어요.
3570800810_978c993133.jpg,녹은 눈에 삽질하는 두 소년.
3570800810_978c993133.jpg,두 아이가 눈과 녹는 얼음을 삽질합니다.
3570800810_978c993133.jpg,두 아이가 눈 덮인 연못에서 플라스틱 삽으로 놀아요.
3570800810_978c993133.jpg,겨울 코트와 모자를 쓰고 두 어린 아이들이 녹는 눈 속에서 놀고있다.
3571039224_b34fa2f94c.jpg,얕은 물에서 검은 개.
3571039224_b34fa2f94c.jpg,빨간 고리가 달린 가죽 끈에 검은 개는 물속에 얼굴이 있습니다.
3571039224_b34fa2f94c.jpg,코를 물에 집어 넣는 검은 개.
3571039224_b34fa2f94c.jpg,빨간 고리를 가진 검은 개가 물속에 머리를 찔렀다.
3571039224_b34fa2f94c.jpg,검은 털을 가진 개가 머리를 물에 잠겼습니다.
3571147934_d1c8af1d6e.jpg,학교 애들 옆에 검은 코트를 입은 소녀.
3571147934_d1c8af1d6e.jpg,네 명의 십대들이 벽돌 벽 옆에 계단 밑에 서 있습니다.
3571147934_d1c8af1d6e.jpg,아이들은 벽돌 건물에 붙어있는 계단 아래에서 기다리고 있습니다.
3571147934_d1c8af1d6e.jpg,사람들은 거리 근처의 건물 밖에 서 있습니다.
3571147934_d1c8af1d6e.jpg,청소년들은 벽돌 건물 밖에 모인다
3571193625_835da90c5e.jpg,물속에있는 개는 입에 막대기를 쥐고 있습니다.
3571193625_835da90c5e.jpg,독일 셰퍼드가 입에 막대기를 들고 달리고 있습니다.
3571193625_835da90c5e.jpg,큰 노란색 개가 막대기를 가져오고 있습니다.
3571193625_835da90c5e.jpg,그의 입에 막대기를 들고 황갈색 개.
3571193625_835da90c5e.jpg,노란색 개는 물 옆에 막대기를 들고 있습니다.
3571675421_7e07ac07c5.jpg,갈색 개가 해변에서 물속을 달리고 있습니다.
3571675421_7e07ac07c5.jpg,갈색 개가 바다에서 점프합니다.
3571675421_7e07ac07c5.jpg,갈색 개가 해변 아래로 달려갑니다.
3571675421_7e07ac07c5.jpg,옷깃을 입은 갈색 개가 물을 흘리고 있습니다.
3571675421_7e07ac07c5.jpg,물 속을 달리는 개.
357191373_a1cb5696e8.jpg,한 무리의 사람들이 나무가 우거진 지역을 통해 말을 탄다.
357191373_a1cb5696e8.jpg,말을 타는 사람들의 그룹.
357191373_a1cb5696e8.jpg,잔디 필드에서 말을 타는 사람들의 그룹.
357191373_a1cb5696e8.jpg,말을 타는 그룹.
357191373_a1cb5696e8.jpg,갈색과 흰색 말을 타는 많은 사람들.
3572144280_ea42bbd927.jpg,바위 난간에 등반하는 남자.
3572144280_ea42bbd927.jpg,한 남자가 바위를 올라갑니다.
3572144280_ea42bbd927.jpg,암벽을 등반하는 검은 바지를 입은 남자.
3572144280_ea42bbd927.jpg,암벽 등반 셔츠없는 남자.
3572144280_ea42bbd927.jpg,남자는 큰 갈색 돌맹이를 스케일링하고 있습니다.
3572267708_9d8a81d4a4.jpg,소녀들은 화려한 의상을 입고 춤을 춥니 다.
3572267708_9d8a81d4a4.jpg,소녀
3572267708_9d8a81d4a4.jpg,화려한 의상을 입은 세 소녀가 무대 조명 아래에서 춤을 추고 있습니다.
3572267708_9d8a81d4a4.jpg,밝은 색의 옷을 입은 세 어린 소녀가 연극에서 공연하고 있습니다.
3572267708_9d8a81d4a4.jpg,다색 의상을 입은 여성들이 저조도 무대에서 공연하고 있습니다.
3572346664_e1e6c77f11.jpg,스웨터를 입은 소녀가 태양 광선을 차단하고 있습니다.
3572346664_e1e6c77f11.jpg,태양이 그린 사람
3572346664_e1e6c77f11.jpg,태양은 누군가의 코 밑에 있습니다.
3572346664_e1e6c77f11.jpg,태양 앞에 서있는 여성의 얼굴은 실루엣이됩니다.
3572346664_e1e6c77f11.jpg,여자는 태양 앞에 야외에서 서있다.
3572942419_16ebdc3d46.jpg,다른 사람 앞에서 서류에 서명하는 책상에서 여자
3572942419_16ebdc3d46.jpg,다른 여자가 기다리는 동안 서류를 작성하는 여자.
3572942419_16ebdc3d46.jpg,여자는 이벤트에서 서류에 서명합니다.
3572942419_16ebdc3d46.jpg,몇몇 여성들이 밖에서 이야기하고 있습니다.
3572942419_16ebdc3d46.jpg,이 여성들은 야외 스탠드에서 양식을 작성하고 있습니다.
3573202338_f43dd22d28.jpg,소녀가 서핑에서 옆으로 구부리기
3573202338_f43dd22d28.jpg,한 어린 소녀가 해변가에서 체조를하고있는 동안 다른 소녀가 해변으로 더 깊이 들어가고 있습니다.
3573202338_f43dd22d28.jpg,수영복을 입은 두 소녀가 해변 근처의 물에서 놀고 있습니다.
3573202338_f43dd22d28.jpg,두 여자는
3573202338_f43dd22d28.jpg,두 여자가 서핑을하고
3573436368_78f0ccdf01.jpg,드레스를 입은 여성이 현수교를 건너고 있습니다.
3573436368_78f0ccdf01.jpg,주황색 드레스를 입은 여성이 그녀의 뒤에 매우 푸른 하늘이있는 돌 다리를 건너고 있습니다.
3573436368_78f0ccdf01.jpg,한 여자가 돌다리를 건너 아이를 안고있다.
3573436368_78f0ccdf01.jpg,다리를 건너 걷는 드레스 여자입니다.
3573436368_78f0ccdf01.jpg,콘크리트 다리를 걷고 주황색 치마 여자.
3574244361_715ac347cd.jpg,스윙에 아이.
3574244361_715ac347cd.jpg,자신을 수직으로 만들기 위해 충분히 열심히 스윙하는 소녀.
3574244361_715ac347cd.jpg,흰 셔츠에 갈색 머리를 한 어린 소녀가 공원에서 거의 완전히 거꾸로 흔들리고 있습니다.
3574244361_715ac347cd.jpg,어린 아이가 공원 속에서 그네.
3574244361_715ac347cd.jpg,스윙 세트에 거꾸로 어린 소녀
3574627719_790325430e.jpg,한 무리의 젊은이들이 함께 노래를 부릅니다.
3574627719_790325430e.jpg,세 남자
3574627719_790325430e.jpg,세 청년이 포옹하고 노래합니다.
3574627719_790325430e.jpg,세 명의 청년이 함께 노래하고 한 명은 기타를 연주합니다.
3574627719_790325430e.jpg,젊은이들은 노래로 축하합니다.
3574930742_9081bd2426.jpg,도서관 열람실의 책상에서 자고있는 남자.
3574930742_9081bd2426.jpg,한 남자가 헤드폰을 들으면서 테이블에 머리를 놓고 잠이 든다.
3574930742_9081bd2426.jpg,남자는 책상에서 잔다.
3574930742_9081bd2426.jpg,학생이 인구가 많은 도서관에서 자고 있습니다.
3574930742_9081bd2426.jpg,대부분의 사람들은 독서 테이블에 앉아 있지만 한 남자는 그가 자고있는 것처럼 보입니다.
3576060775_d9121519cc.jpg,연못에서 주인과 노는 개
3576060775_d9121519cc.jpg,소녀는 두 마리의 검은 개와 함께 강둑을 따라 달린다.
3576060775_d9121519cc.jpg,호수 기슭에서 두 마리의 강아지와 함께 달리는 청바지를 입은 사람.
3576060775_d9121519cc.jpg,호수를 따라 어린 아이와 함께 달리는 두 개
3576060775_d9121519cc.jpg,물 근처에서 두 개를 실행하는 여자.
3576250302_14779632bd.jpg,먼지 자전거가 먼지를 걷어냅니다.
3576250302_14779632bd.jpg,한 남자가 덤불 근처의 흙에서 오토바이를 운전하고 있습니다.
3576250302_14779632bd.jpg,한 남자가 브러시로 먼지 자전거를 타고 있습니다.
3576250302_14779632bd.jpg,오토바이를 탄 사람이 덤불 뒤의 흙길을 돌고 있습니다.
3576250302_14779632bd.jpg,먼지 자전거 라이더는 회전 할 때 먼지를 걷어냅니다.
3576259024_9c05b163aa.jpg,먼지 자전거 점프 파란색 남자입니다.
3576259024_9c05b163aa.jpg,더트 바이크를 탄 남자
3576259024_9c05b163aa.jpg,오토바이를 탄 남자가 관중 앞에서 비포장 언덕을 뛰어 넘고있다.
3576259024_9c05b163aa.jpg,파란색 유니폼을 입은 모터 크로스 라이더가 공중을 날아갑니다.
3576259024_9c05b163aa.jpg,공중에서 자전거를 타는 파란색 사람.
3576312396_799c873f3e.jpg,해안을 향해 경주하는 보트에있는 사람들의 그룹.
3576312396_799c873f3e.jpg,한 무리의 사람들이 보트를 타고 경주합니다.
3576312396_799c873f3e.jpg,스피드 뗏목에 탄 사람들은 물 속에서 운전합니다.
3576312396_799c873f3e.jpg,선박에 탄 사람들은 바다에서 놀아요.
3576312396_799c873f3e.jpg,바다에서 스키 보트를 타는 사람들.
3576536763_3c8c4f232e.jpg,핑크색 스웻 셔츠와 핑크색과 흰색 스트라이프 스커트를 입은 소녀가 해변에서 파도를 치고있다.
3576536763_3c8c4f232e.jpg,분홍색과 흰색 옷을 입은 소녀가 해변을 따라 달린다.
3576536763_3c8c4f232e.jpg,분홍색 옷을 입은 소녀가 바다에서 해변으로 달려갑니다.
3576536763_3c8c4f232e.jpg,분홍색 옷을 입은 소녀가 해안으로 다가오는 파도에서 도망 친다.
3576536763_3c8c4f232e.jpg,바다에 부딪히는 작은 파도 옆에서 소녀가 걷고있다.
3576741633_671340544c.jpg,스케이트 공원에서 스케이트 보드 트릭을하고있는 소년은 공중에서 두 여자와 유아가 그의 뒤를 걷고있다.
3576741633_671340544c.jpg,청바지를 입은 소년이 스케이트 보드를 타고있다.
3576741633_671340544c.jpg,스케이트 공원에서 스케이트 보드 구매.
3576741633_671340544c.jpg,스케이트 공원에서 트릭을하고있는 스케이트 보더.
3576741633_671340544c.jpg,한 청년이 스케이트 보드에서 트릭을합니다.
3576840040_9356b5b10a.jpg,BMX 자전거 타는 사람은 먼지 자전거에서 트릭을 시도합니다.
3576840040_9356b5b10a.jpg,먼지 자전거 타는 사람이 오토바이로 공중을 날고 있습니다.
3576840040_9356b5b10a.jpg,녹색과 흰색 정장을 입은 사람이 검은 자전거를 타고 공중에서 속임수를 쓴다.
3576840040_9356b5b10a.jpg,녹색 기어를 입은 사람은 오토바이로 공중에서 속임수를 쓴다.
3576840040_9356b5b10a.jpg,남자는 공중 위의 오토바이에서 트릭을하고있다.
3577235421_69e4efb8d1.jpg,프로 레슬러가 링 밖으로 떨어집니다.
3577235421_69e4efb8d1.jpg,레슬링 선수가 밧줄 위로 점프합니다.
3577235421_69e4efb8d1.jpg,두 명의 레슬링 선수와 심판.
3577235421_69e4efb8d1.jpg,백그라운드에서 심판과 링크 장에서 싸우는 두 선수
3577235421_69e4efb8d1.jpg,레슬러는 링크 밖에서 동료 레슬링 선수를 향해 회전합니다.
357725852_6f55cb9abc.jpg,두 사람은 배가 뒤에있는 선착장 끝에 있습니다.
357725852_6f55cb9abc.jpg,두 사람이 나무 부두 끝에있는 물을 바라보고 있습니다.
357725852_6f55cb9abc.jpg,나무 도크 끝에 두 사람이 서 있습니다.
357725852_6f55cb9abc.jpg,두 사람이 부두에 서서
357725852_6f55cb9abc.jpg,두 사람이 큰 호수를 바라 보는 선착장에 서 있습니다.
3577309234_c952c2af86.jpg,검은 새가 비행 중에 아래쪽으로 급습하고 있습니다.
3577309234_c952c2af86.jpg,파란 새가 땅을 향해 날아
3577309234_c952c2af86.jpg,푸른 새가 나무 사이를 날고있다.
3577309234_c952c2af86.jpg,회색 새가 나무 사이를 날고있다.
3577309234_c952c2af86.jpg,목에 흰색 표시가 있고 비행 중에 날개가있는 회색 파랑 새.
3578068665_87bdacef6a.jpg,흰색 차와 노란색 차가 트랙을 따라 달려갑니다.
3578068665_87bdacef6a.jpg,노란 차를 경주하는 백색 경주 용 차.
3578068665_87bdacef6a.jpg,노란색과 흰색 자동차가 나란히 선로를 달리는 동안 관중과 자동차를 배경으로 볼 수 있습니다.
3578068665_87bdacef6a.jpg,두 대의 자동차가 트랙을 따라 달려갑니다.
3578068665_87bdacef6a.jpg,잔디 주차장 앞 도로에 두 대의 경주 용 자동차.
3578372039_57473f473c.jpg,주로 검은 옷을 입고 보도를 따라 스케이트 보드를 타는 사람.
3578372039_57473f473c.jpg,스케이트 보드를 타고 큰 가방을 들고있는 젊은 남자.
3578372039_57473f473c.jpg,큰 검은 포트폴리오를 가진 청년이 보도에서 스케이트 보드를 타고있다.
3578372039_57473f473c.jpg,남자는 스케이트 보드를 타는 동안 여러 케이스를 들고있다.
3578372039_57473f473c.jpg,스케이트 보드를 탄 사람은 크기와 모양이 다른 여러 개의 가방을 들고 있습니다.
3578477508_b7d839da16.jpg,극 근처 단계의 콘크리트 난간 아래로 슬라이딩 스케이트를 착용하는 소년.
3578477508_b7d839da16.jpg,한 남자가 계단 옆에있는 벽 아래로 롤러 블레이 딩을하고 있습니다.
3578477508_b7d839da16.jpg,한 남자가 하얀 계단 옆에있는 벽 아래로 롤러 스케이트를 타고 있습니다.
3578477508_b7d839da16.jpg,롤러 블레이드를 탄 남자가 콘크리트 난간을 갈고있다.
3578477508_b7d839da16.jpg,한 청년이 인라인 스케이트를 타고 경 사진 벽을 탐색합니다.
3578841731_f775cab089.jpg,자동차가 먼지가 많은 트랙에서 주행합니다.
3578841731_f775cab089.jpg,경주 용 자동차는 자갈 경주로를 따라 속도를 내면서 먼지를 내뿜습니다.
3578841731_f775cab089.jpg,흙 경마장에서 경주하는 빨간색과 흰색 경주 용 자동차.
3578841731_f775cab089.jpg,빨간색과 흰색의 랠리카는 트레일을 따라 드라이브를하면서 그 뒤에 먼지를 내뿜습니다.
3578841731_f775cab089.jpg,자동차는 먼지 트랙을 돌아 다닐 때 먼지 흔적을 남깁니다.
3578914491_36019ba703.jpg,두 마리의 개가 무언가를 놓고 싸우고 있습니다.
3578914491_36019ba703.jpg,검은 물체에 줄다리기를하고 두 개
3578914491_36019ba703.jpg,두 마리의 개가 잔디밭에서 막대기를 놓고 싸우다
3578914491_36019ba703.jpg,물가 근처에서 만나는 두 개
3578914491_36019ba703.jpg,개 두 마리
3578981202_efef47e264.jpg,아기가 웃는다.
3578981202_efef47e264.jpg,곱슬 금발 머리와 꽃 커튼으로 웃는 아기의 이중 노출
3578981202_efef47e264.jpg,곱슬 머리의 어린 아이가 어른에게 안겨 있습니다.
3578981202_efef47e264.jpg,누군가 웃고있는 알몸의 아기를 안고 있습니다.
3578981202_efef47e264.jpg,아기는 목욕을 즐깁니다.
3579686259_b1fe6aefc9.jpg,개는 나무로 둘러싸인 길을 걷는다.
3579686259_b1fe6aefc9.jpg,푹신한 갈색
3579686259_b1fe6aefc9.jpg,푹신한 Sheltie가 길을 따라 뛰고 있습니다.
3579686259_b1fe6aefc9.jpg,쉘티는 혀를 내밀고 숲을 뛰어
3579686259_b1fe6aefc9.jpg,흰색
3579842996_3a62ec1bc7.jpg,노란색 셔츠와 청바지를 입은 사람이 트랙을 달리고 있습니다.
3579842996_3a62ec1bc7.jpg,스페셜 올림픽 선수가 경마장에서 달리고 있습니다.
3579842996_3a62ec1bc7.jpg,트랙에서 실행되는 노란색 셔츠에있는 여자.
3579842996_3a62ec1bc7.jpg,노란색 셔츠를 입은 여성이 빨간색 트랙을 따라 달린다.
3579842996_3a62ec1bc7.jpg,트랙에 스페셜 올림픽 여자 주자.
3580082200_ea10bf2f68.jpg,한 남자와 풀밭에서 움직이는 갈색 개.
3580082200_ea10bf2f68.jpg,한 남자가 자신을 지나가는 개와 상호 작용하고 있습니다.
3580082200_ea10bf2f68.jpg,한 남자가 집 근처의 들판에서 개를 훈련시키고 있습니다.
3580082200_ea10bf2f68.jpg,한 남자가 공 던지기를 사용하여 개에게 물건을 던지고 있습니다.
3580082200_ea10bf2f68.jpg,도망가는 개에게 물건을 던지는 남자.
3580375310_46ec3e476c.jpg,한 소년이 아파트 근처의 들판에서 축구를한다.
3580375310_46ec3e476c.jpg,골샷을 차기 위해 준비하는 소년
3580375310_46ec3e476c.jpg,소년이 축구 공을 걷어차 기 위해 달려갑니다.
3580375310_46ec3e476c.jpg,축구 공을 걷어차려는 어린 소년의 액션 샷.
3580375310_46ec3e476c.jpg,축구 선수가 축구 공을 위해 달려갑니다.
3580741947_cc64a83648.jpg,비즈니스 여성은 밖으로 걸어.
3580741947_cc64a83648.jpg,멋지게 차려 입은 아시아 여성들이 거리의 출입구를 지나가고 있습니다.
3580741947_cc64a83648.jpg,비즈니스 복장을 입은 세 명의 여성이 안뜰을 걸어갑니다.
3580741947_cc64a83648.jpg,정장을 입은 세 명의 여성이 건물 옆을 걷습니다.
3580741947_cc64a83648.jpg,드레스를 입은 두 여자가 건물 옆을 걷고있다.
358114269_96fdb5f7c3.jpg,자전거는 눈이 내리는 바위 옆 도로에서 자전거를 탄다.
358114269_96fdb5f7c3.jpg,자전거 타는 사람은 눈 근처의 길을 따라갑니다.
358114269_96fdb5f7c3.jpg,노란색 재킷을 입은 남자가 자전거를 탄다.
358114269_96fdb5f7c3.jpg,노란색 코트를 입은 사람이 눈 덮인 바위를지나 자전거를 타고 있습니다.
358114269_96fdb5f7c3.jpg,자전거 라이더는 겨울철에 도로를 달리는 동안 노란색 재킷과 파란색 헬멧을 착용하고 있습니다.
3581451227_618854cea4.jpg,꽃 파는 소녀와 반지 전달자는 꽃잎이 풀을 치는 것을 지켜 봅니다.
3581451227_618854cea4.jpg,꽃 파는 아가씨는 반지 전달자가 지켜 보는 동안 꽃잎을 떨어 뜨린다.
3581451227_618854cea4.jpg,필드에서 결혼식 후 어린 소녀와 소년
3581451227_618854cea4.jpg,노란색 드레스에 어린 소녀와 흰색 정장에 작은 소년.
3581451227_618854cea4.jpg,노란 드레스를 입은 어린 소녀와 흰 양복을 입은 어린 소년이 풀밭에 서 있습니다.
3581538034_783b7d0d09.jpg,백그라운드에서 튜브 구조로 물이 튀는 위에 waterboard에 마구에 의해 개최되는 개.
3581538034_783b7d0d09.jpg,보드에서 바다로 밧줄에서 떨어지는 남자.
3581538034_783b7d0d09.jpg,한 남자가 스케이트 보드 모양의 대형 스키를 들고 물 위에 매달려 있습니다.
3581538034_783b7d0d09.jpg,점프하는 동안 견인되는 물 보더.
3581538034_783b7d0d09.jpg,수면에서 뛰어 내리는 수상 스키
